,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
66,Thunderbird-215136,Thunderbird-215184,FIXED,listing of  messages wont sort by order received,no way to open a new mail frontent window after closing it,1,1,1
67,Thunderbird-215260,Thunderbird-215265,FIXED,View > Sort by; Messages and Threads sub menus are enabled when account in folder pane is selected,Cant forward some messages with inline format,0,1,1
68,Thunderbird-215329,Thunderbird-215349,FIXED,flip localeVersion to 1.5b,Mail filters dont work if Thunderbird is checking mail on another account,0,1,1
69,Thunderbird-215546,Thunderbird-215576,FIXED,Email Messages Not Displaying in 8-07,Cant specify columns in Folder Pane,1,1,1
70,Thunderbird-215600,Thunderbird-215610,FIXED,options composition window data does not fit,text in Label frame of Options...|Display dialog is wrong,1,1,1
71,Thunderbird-215610,Thunderbird-215621,FIXED,text in Label frame of Options...|Display dialog is wrong,No Windows Menu in Thunderbird,0,1,1
72,Thunderbird-215621,Thunderbird-215649,FIXED,No Windows Menu in Thunderbird,Saving mail edited as new doesnt work,0,1,1
73,Thunderbird-215664,Thunderbird-215710,FIXED,Request for Mark As Read Options and Buttons,Mail import from Outlook (NOT express) uses wrong list separator for email address fields; To; Cc; Bcc,0,1,1
74,Thunderbird-215853,Thunderbird-215883,FIXED,Cant sort by Order Received,option to condense folders (inbox; sent; etc.) from multiple accounts,0,1,1
75,Thunderbird-215901,Thunderbird-215959,FIXED,formatting toolbar gets disabled when selecting any drop-down list,mechanism to load supressed images per message,0,1,1
76,Thunderbird-216012,Thunderbird-216047,FIXED,reply doesnt include quoted message even though it is set to in Options,Forward message such that original sender appears in the from field,0,1,1
77,Thunderbird-216057,Thunderbird-216090,FIXED,IMAP account; Inbox.Sent mail folder not displayed in Sent folder format,F7 does not start spell check,0,1,1
78,Thunderbird-216090,Thunderbird-216098,FIXED,F7 does not start spell check,ability to set default FROM address for composing new messages,1,1,1
79,Thunderbird-216133,Thunderbird-216153,FIXED,Message pane indicator for blocked image,Collected address book has no addresses; but Personal address book is collecting addreses,0,1,1
80,Thunderbird-216153,Thunderbird-216208,WONTFIX,Collected address book has no addresses; but Personal address book is collecting addreses,request: localised folder names,0,1,1
81,Thunderbird-216209,Thunderbird-216214,FIXED,request: renaming folders by pressing F2,IM only supports AIM - request: support other IM tools,0,1,1
82,Thunderbird-216214,Thunderbird-216223,FIXED,IM only supports AIM - request: support other IM tools,OS X Aqua Buttons Improvement,0,1,1
83,Thunderbird-216223,Thunderbird-216225,FIXED,OS X Aqua Buttons Improvement,OS X Drop-down menu oddities,0,1,1
84,Thunderbird-216225,Thunderbird-216264,FIXED,OS X Drop-down menu oddities,address book freezes after typing in a name or email in search field and then clicking advanced,0,1,1
85,Thunderbird-216315,Thunderbird-216359,WONTFIX,Implement the preference window as a tabbed dialog,Search Bar menu item does not stay unchecked in Address Book,0,1,1
86,Thunderbird-216359,Thunderbird-216407,FIXED,Search Bar menu item does not stay unchecked in Address Book,automatic proxy configuration  (PAC) does not work,0,1,1
87,Thunderbird-216407,Thunderbird-216410,FIXED,automatic proxy configuration  (PAC) does not work,Cant import Outlook mail if any folder name contains a slash,1,1,1
88,Thunderbird-216454,Thunderbird-216455,WONTFIX,about:config type GUI for all thunderbird prefs,spellcheck should ignore URLs and signatures,0,1,1
89,Thunderbird-216463,Thunderbird-216486,FIXED,UI Enhancements:  Unity with Firebird,I cant see the end of the scollbar at 800x600 resolution in the message pane.,1,1,1
90,Thunderbird-216509,Thunderbird-216529,FIXED,Download more in spellcheckers language pull down does not work,email address autocomplete: currently selected entry should be highlighted in list box,1,1,1
91,Thunderbird-216529,Thunderbird-216535,FIXED,email address autocomplete: currently selected entry should be highlighted in list box,large mailboxes seem to cause pathological memory usage,0,1,1
92,Thunderbird-216661,Thunderbird-216664,FIXED,Address book stops working after deletion of an entry,Old junk icon still being used in menus,0,1,1
93,Thunderbird-216664,Thunderbird-216677,FIXED,Old junk icon still being used in menus,The Keyboard shortcut Ctrl - Shift C (All read) doesnt work,1,1,1
94,Thunderbird-216725,Thunderbird-216744,FIXED,Alt-MKJ no longer works as keyboard shortcut to Mark as Junk,Add support for rewrap paragraph in mail compose/reply,0,1,1
95,Thunderbird-216755,Thunderbird-216756,FIXED,Thunderbirds do not save Draft  with IMAP Client,Subject pane contents corrupted when emptying trash,1,1,1
96,Thunderbird-217093,Thunderbird-217101,FIXED,Find in this message... does nothing (broken; doesnt work),double clicking on scrollbar arrows in Contacts sidebar adds addresses to To: field,0,1,1
97,Thunderbird-217149,Thunderbird-217186,FIXED,Thunderbird cant open .eml files or handle message/rfc822 MIME-type,Thunderbird 0.1: Using the bottom arrow in the scroll bar when adding addresses to a new mail dupplicate the last address added.,0,1,1
98,Thunderbird-217215,Thunderbird-217252,FIXED,delete key doesnt work,Contacts panel is double click trigger happy,0,1,1
99,Thunderbird-217252,Thunderbird-217255,FIXED,Contacts panel is double click trigger happy,crash with message: Gdk-WARNING **: gdkdrawable-x11.c:787 drawable is not a pixmap or window,0,1,1
100,Thunderbird-217255,Thunderbird-217273,FIXED,crash with message: Gdk-WARNING **: gdkdrawable-x11.c:787 drawable is not a pixmap or window,Do not download messages... doesnt work correctly,0,1,1
101,Thunderbird-217348,Thunderbird-217391,FIXED,Inconsistent accesskeys for Add/Remove buttons on Send Options dialog,unable to authenticate to mail server due to @ symbol being placed into account name automatically.,0,0,1
102,Thunderbird-217391,Thunderbird-217448,FIXED,unable to authenticate to mail server due to @ symbol being placed into account name automatically.,Biff in dock on Mac OS X needs to bounce when new mail arrives,0,1,1
103,Thunderbird-217448,Thunderbird-217455,FIXED,Biff in dock on Mac OS X needs to bounce when new mail arrives,Thunderbird crashes when spellchecking e-mails,0,1,1
104,Thunderbird-217455,Thunderbird-217460,FIXED,Thunderbird crashes when spellchecking e-mails,Thunderbird hangs downloading messages and processing junk mail,0,1,1
105,Thunderbird-217460,Thunderbird-217465,FIXED,Thunderbird hangs downloading messages and processing junk mail,Cant display Newsgroupss .JPG attachments Inline,0,1,1
106,Thunderbird-217465,Thunderbird-217475,FIXED,Cant display Newsgroupss .JPG attachments Inline,UI alignment issues in default theme,0,1,1
107,Thunderbird-217475,Thunderbird-217477,FIXED,UI alignment issues in default theme,Message pane and its scrollbars do not resize properly when main window is resized.,1,1,1
108,Thunderbird-217477,Thunderbird-217503,FIXED,Message pane and its scrollbars do not resize properly when main window is resized.,View Source Blank for Newsgroup Messages (works for emails),1,1,1
109,Thunderbird-217503,Thunderbird-217512,FIXED,View Source Blank for Newsgroup Messages (works for emails),TB Crashes on Spell Check,0,1,1
110,Thunderbird-217669,Thunderbird-217672,FIXED,scroll bar does not extend to edge of screen in preview pane,toolbar icons should be more like Firefoxs,1,1,1
111,Thunderbird-217941,Thunderbird-217942,FIXED,Get mail button label should be Get messages (to be more appropriate for News and Feed accounts),No visible hotkeys for get all mail and no menu items for Get mail [get new messages],1,1,1
112,Thunderbird-217942,Thunderbird-217975,FIXED,No visible hotkeys for get all mail and no menu items for Get mail [get new messages],Collected addresses are being entered into the Personal Address Book,0,1,1
113,Thunderbird-217975,Thunderbird-217989,FIXED,Collected addresses are being entered into the Personal Address Book,implement AMTP support,0,1,1
114,Thunderbird-217989,Thunderbird-218051,WONTFIX,implement AMTP support,Always use this Profile doesnt work,1,1,1
115,Thunderbird-218051,Thunderbird-218061,FIXED,Always use this Profile doesnt work,Not possible to rename imap folder from properties window,0,1,1
116,Thunderbird-218235,Thunderbird-218261,FIXED,Extensions Managers too small,complete separate handling of attachments,0,1,1
117,Thunderbird-218275,Thunderbird-218276,FIXED,Select Sender/Receipient column in folders,Select Sender/Receipient column in folders,1,1,1
118,Thunderbird-218296,Thunderbird-218328,WONTFIX,Get Mail button only checks currently selected account,Change New Message keyboard shortcut to CTRL-N instead of CTRL-M,1,1,1
119,Thunderbird-218328,Thunderbird-218359,FIXED,Change New Message keyboard shortcut to CTRL-N instead of CTRL-M,adter runing ./thunderfbird;  I get this :Gdk-WARNING : gdkdrawable-x11.c:787 drawable is not a pixmap or window,1,1,1
120,Thunderbird-218500,Thunderbird-218553,FIXED,Compose window should be renamed to Write for consistency,new messages popup (from traybar in windows) shows username; should be account name,0,1,1
121,Thunderbird-218566,Thunderbird-218587,FIXED,Cannot open attachments from within Thunderbird,Drag and drop messages to other applications like MS word,0,1,1
122,Thunderbird-218774,Thunderbird-218786,FIXED,clear filter (and spam) log doesnt appear to work; you have to close and re open the dialog,RFE - Would like more available buttons to put on toolbar,0,1,1
123,Thunderbird-218812,Thunderbird-218814,FIXED,Receipt notification message should not popup in spammail folder,select box fails when adding customized headers in message filters,1,1,1
124,Thunderbird-218838,Thunderbird-218847,FIXED,There is no keyboard shortcut to select/unselect folders in the Items for offline use dialog,add build config option for building tb extensions,0,1,1
125,Thunderbird-218847,Thunderbird-218859,WONTFIX,add build config option for building tb extensions,if a newsgroups is marked as read; when you are not in the newsgroup it will not be marked as read,0,1,1
126,Thunderbird-218872,Thunderbird-218875,FIXED,Selecting a mailing list from address book causes UI to repaint rapidly and property window cannot be closed.,error importing mail from outlook express if there is a forward slash ( / ) in the folder name,1,1,1
127,Thunderbird-218950,Thunderbird-218954,FIXED,email button in a cards display is shown a few pixels too close to the previous line (name),remember password doesnt always work,0,1,1
128,Thunderbird-218997,Thunderbird-218999,FIXED,attachment folder setting not remembered,Thunderbird should use a tabbed interface (thundertab),0,0,1
129,Thunderbird-218999,Thunderbird-219083,FIXED,Thunderbird should use a tabbed interface (thundertab),Single/Double mouse click on underlinked links does nothing.,1,0,1
130,Thunderbird-219131,Thunderbird-219138,WONTFIX,Qute status icons by sboulema should be included in default theme,UI Suggestions for the Junk Mail Controls window,1,1,1
131,Thunderbird-219198,Thunderbird-219211,FIXED,In address book the scroll bar of the entries section shows and hides fast and continously when: the section height is equal to the list in that section,seemingly random crashes at startup,0,1,1
132,Thunderbird-219215,Thunderbird-219246,FIXED,use message metadata to set default filename when saving message to disk,RFE: send & receive - establish dialup connection automatically,0,1,1
133,Thunderbird-219336,Thunderbird-219344,FIXED,Trunk Fixes Wanted for Thunderbird 0.3,Turn ON Quote-Level Colors (Text & Background) by default,0,1,1
134,Thunderbird-219372,Thunderbird-219386,FIXED,The filename of the attachments become wrong with huge email i.e. 271 files - 2.5 Mb,mailto: links with spaces in the subject do not work,1,1,1
135,Thunderbird-219465,Thunderbird-219488,FIXED,Need id= for View|Message Body As Menu to allow for customization,POP should not leave mail on server by default,0,1,1
136,Thunderbird-219488,Thunderbird-219525,FIXED,POP should not leave mail on server by default,Visual Distinction Needed for Thunderbird Icon,0,1,1
137,Thunderbird-219525,Thunderbird-219540,FIXED,Visual Distinction Needed for Thunderbird Icon,crash when editing mail filter,0,1,1
138,Thunderbird-219586,Thunderbird-219591,FIXED,Eudora; Outlook mailboxes with / in name fail to import,To much padding around toolbar buttons in small mode,0,1,1
139,Thunderbird-219591,Thunderbird-219598,FIXED,To much padding around toolbar buttons in small mode,thunderbird crash on start on WindowsXP,1,1,1
140,Thunderbird-219795,Thunderbird-219796,FIXED,Add menu item for address book,No way to register Thunderbird as default application for news,0,1,1
141,Thunderbird-219844,Thunderbird-219889,FIXED,when adding a new account thunderbird rejects the email address as invalid,A Filter extension to block certain kinds of files in the attachement,0,1,1
142,Thunderbird-219996,Thunderbird-219998,FIXED,Hourglass cursor persists after changing folder,Cant rename a newsgroup,1,1,1
143,Thunderbird-220167,Thunderbird-220173,FIXED,Mozilla Thunderbird does not decode BinHex attachments,If new email comes in while reading a message in the preview pane; the message scrolls back to the start,1,1,1
144,Thunderbird-220173,Thunderbird-220194,FIXED,If new email comes in while reading a message in the preview pane; the message scrolls back to the start,filtered msgs that are moved to another folder are left on pop3 server even when server settings have delete messages on server when deleted or moved from inbox,0,1,1
145,Thunderbird-220358,Thunderbird-220372,FIXED,IMAP Folders  not being downloaded,File toolbar button does not work until Thunderbird is restarted,1,1,1
146,Thunderbird-220372,Thunderbird-220404,FIXED,File toolbar button does not work until Thunderbird is restarted,Card Summary Pane menu item should be under View; not View | Toolbars,0,1,1
147,Thunderbird-220404,Thunderbird-220417,FIXED,Card Summary Pane menu item should be under View; not View | Toolbars,Thunderbird 0.2 shows email address instead of username on usenet postings,0,1,1
148,Thunderbird-220417,Thunderbird-220634,WONTFIX,Thunderbird 0.2 shows email address instead of username on usenet postings,new male notification window does not display account name but rather server user name,0,1,1
149,Thunderbird-220656,Thunderbird-220662,FIXED,Changing folder doesnt reset the View drop down list to All,Crash at nsPresShell.cpp:5154 while trying to edit a filter,1,1,1
150,Thunderbird-220846,Thunderbird-220861,FIXED,Change of Window Configuration affect on Character Coding,Message pane empty if focused during mail download,1,1,1
151,Thunderbird-221030,Thunderbird-221054,FIXED,Unable to set up IMAP over SSL using the New Account Wizard,From/Sender header confusion when used with Exchange/Outlook,0,0,1
152,Thunderbird-221134,Thunderbird-221169,FIXED,title bar should not display email subject if View > Layout > Message Pane is disabled,No support of vCard format,0,1,1
153,Thunderbird-221170,Thunderbird-221171,FIXED,Custom mail notification sound does not work,Print Preview does not work,0,1,1
154,Thunderbird-221202,Thunderbird-221204,FIXED,Local directory textbox not visible,Default Move to folder when creating new filters,1,1,1
155,Thunderbird-221237,Thunderbird-221297,FIXED,Thunderbird 0.2 - Address book flashing text,TB should support XMLHttpRequest,0,1,1
156,Thunderbird-221297,Thunderbird-221300,FIXED,TB should support XMLHttpRequest,New Mail flag even when junk mail was filtered outside of account,0,1,1
157,Thunderbird-221310,Thunderbird-221313,FIXED,Sending mail through sendmail doesnt work with SASL/TLS,I cannot create multiple news accounts to the same server but to different ports.,0,1,1
158,Thunderbird-221319,Thunderbird-221360,FIXED,need to port the UI changes from the vCard feature to tbird,support F5 and/or F9 for checking mail,1,0,1
159,Thunderbird-221360,Thunderbird-221415,FIXED,support F5 and/or F9 for checking mail,In Junk Mail Controls control is disabled,0,0,1
160,Thunderbird-221451,Thunderbird-221469,FIXED,Open With radio button frequently disabled when opening an attachment,Thunderbird does not jump to next unread message if in a different folder,1,1,1
161,Thunderbird-221469,Thunderbird-221542,FIXED,Thunderbird does not jump to next unread message if in a different folder,tbird enterprise M1 tracking bug,1,1,1
162,Thunderbird-221542,Thunderbird-221615,FIXED,tbird enterprise M1 tracking bug,View Before Return Receipt (Reciept),1,0,1
163,Thunderbird-221615,Thunderbird-221652,FIXED,View Before Return Receipt (Reciept),Wish to overtype from address in new message and reply windows.,0,0,1
164,Thunderbird-221724,Thunderbird-221726,FIXED,Thunderbird filter on sender actually filters on from,optionally add unread;total; and size columns to thunderbird folder pane; controlled by pref,0,1,1
165,Thunderbird-221726,Thunderbird-221736,FIXED,optionally add unread;total; and size columns to thunderbird folder pane; controlled by pref,BMS Offline Tracking Bug,1,1,1
166,Thunderbird-221736,Thunderbird-221748,FIXED,BMS Offline Tracking Bug,add header,1,1,1
167,Thunderbird-221818,Thunderbird-221861,FIXED,Outbox / Send Later feature,Sender e-mail is the wrong one when we click an e-mail address (to send a new mail) from a received e-mail,0,1,1
168,Thunderbird-221891,Thunderbird-221908,FIXED,Menus disabled and other problems occur when attempting to cutomize toolbars in two windows simultaneously.,not understanding non-western folder names,1,1,1
169,Thunderbird-222020,Thunderbird-222049,WONTFIX,Ctrl-N should open a new window in the default browser,taskOverlay.xul  should include chrome://communicator/locale/tasksOverlay.dtd,1,1,1
170,Thunderbird-222521,Thunderbird-222522,FIXED,Auto Proxy URLs do not work in Thunderbird,POP account window too small. Have to resize it to see where the account is stored,0,1,1
171,Thunderbird-222652,Thunderbird-222728,FIXED,tbird enterprise M2 tracking bug,Sort mails news posts by multiple categories,1,1,1
172,Thunderbird-222783,Thunderbird-222786,FIXED,Move the whole localeVersion thingy to use the preprocessor,Several images in HTML mail are not rendered,1,1,1
173,Thunderbird-222786,Thunderbird-222797,FIXED,Several images in HTML mail are not rendered,can not start thunderbird/0.3 after decompresing,0,1,1
174,Thunderbird-222841,Thunderbird-222886,FIXED,Bugfix for 89212 kills account settings prefs,Non-permanent freeze on move message(s),0,1,1
175,Thunderbird-222886,Thunderbird-222892,FIXED,Non-permanent freeze on move message(s),Mail attachments interfere with each other (css of unclosed anchor tag of HTML attachment leaks into entire message preview),1,1,1
176,Thunderbird-223132,Thunderbird-223217,FIXED,need a scrollbar on the envelope panel (view all headers / long address lists),Main headers are displayed instead of attachment headers,1,1,1
177,Thunderbird-223282,Thunderbird-223284,WONTFIX,[RFE]  Hidden pref to specify location of training.dat ?,Command for Message/Watch Thread and Message/Ignore Thread should appear in news messages context menu (Thunderbird),0,1,1
178,Thunderbird-223340,Thunderbird-223341,FIXED,Multiple attachments cause excessive size in attachments pane,UI for moving a message uses too many submenus,1,1,1
179,Thunderbird-223408,Thunderbird-223464,FIXED,View - Layout Menu needs to use radio buttons instead of check marks,asking for incorrect user to log into smtp server,0,1,1
180,Thunderbird-223566,Thunderbird-223572,WONTFIX,AOL and NS mail support,Sent Folder Loses Track of Which Messages Have Attachments,0,1,1
181,Thunderbird-223600,Thunderbird-223602,FIXED,crash (internal error with JVM manager) opening messages with certain viewable attachments when Java plugin enabled,Thunderbird lacks message count column in folders pane,1,1,1
182,Thunderbird-223730,Thunderbird-223864,FIXED,Opening folder... remains in status bar after folder has been fully opened,When sorting mail by Order Received; no sort icon is displayed,1,1,1
183,Thunderbird-223864,Thunderbird-223865,FIXED,When sorting mail by Order Received; no sort icon is displayed,Cannot sort by spam status in message list pane,1,1,1
184,Thunderbird-223871,Thunderbird-223898,FIXED,Thunderbird takes over OS X minimize window keyboard shortcut,Bayesian Spam Filters Uncustomizable,0,1,1
185,Thunderbird-223909,Thunderbird-223916,FIXED,copy and paste windows clipboard images,mail message cannot be deleted,0,1,1
186,Thunderbird-223943,Thunderbird-223981,FIXED,expand mailnews.headers.showUserAgent to include x-newsreader,Truncated mail is not deleted after successful download  by clicking Click Here,1,1,1
187,Thunderbird-223981,Thunderbird-224030,FIXED,Truncated mail is not deleted after successful download  by clicking Click Here,Clicking on Date to put newest posts at top breaks threading.,1,1,1
