,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
43,Firefox-167167,Firefox-167180,FIXED,manage bookmarks causes hang,land pchs bookmarks patch from bug  160019,1,1,1
44,Firefox-167180,Firefox-167183,FIXED,land pchs bookmarks patch from bug  160019,Preferences > Privacy > Images == Wonky,0,1,1
45,Firefox-167391,Firefox-167422,FIXED,Go menu needs to have an id=,view source tries to download type application x-view-source from view-source:<url>,0,1,1
46,Firefox-167430,Firefox-167449,FIXED,second window opens mozilla,fix branding,1,1,1
47,Firefox-167449,Firefox-167969,FIXED,fix branding,Theme changes will take effect when you restart _Mozilla_.,0,1,1
48,Firefox-167986,Firefox-168274,FIXED,Need large icons for the Options menu,Show form action URL in status bar (like for link URLs) (e.g. when hovering a submit button),0,0,1
49,Firefox-168274,Firefox-168410,WONTFIX,Show form action URL in status bar (like for link URLs) (e.g. when hovering a submit button),The bookmark tree jumps unexpectedly to the bottom of its view when the the first visible row is not the first one,0,0,1
50,Firefox-168410,Firefox-168411,FIXED,The bookmark tree jumps unexpectedly to the bottom of its view when the the first visible row is not the first one,Move bookmarks transactions into a JS service (adding a bookmark leaks the Add Bookmark dialog),1,0,1
51,Firefox-168411,Firefox-168412,FIXED,Move bookmarks transactions into a JS service (adding a bookmark leaks the Add Bookmark dialog),Shortcut Ctrl-Y (redo) does not work in Bookmarks Manager,1,0,1
52,Firefox-168412,Firefox-168413,FIXED,Shortcut Ctrl-Y (redo) does not work in Bookmarks Manager,Eradicate AddBookmarkImmediately,1,1,1
53,Firefox-168413,Firefox-168415,FIXED,Eradicate AddBookmarkImmediately,Deleting a selection should select the next item,1,1,1
54,Firefox-168415,Firefox-168416,FIXED,Deleting a selection should select the next item,transaction manager does not handle import,1,0,1
55,Firefox-168416,Firefox-168442,FIXED,transaction manager does not handle import,customize toolbar clears URL,0,0,1
56,Firefox-168442,Firefox-168504,FIXED,customize toolbar clears URL,3.2% increase in Phoenix Ts after bookmark landing,0,1,1
57,Firefox-168504,Firefox-168727,FIXED,3.2% increase in Phoenix Ts after bookmark landing,cannot close folder with single click on twistie,1,1,1
58,Firefox-168727,Firefox-169300,FIXED,cannot close folder with single click on twistie,Pref UI to specify a proxy server for web navigation,0,1,1
59,Firefox-169346,Firefox-169347,FIXED,Implement global Go menu,Readd Open Location,0,1,1
60,Firefox-169347,Firefox-169348,FIXED,Readd Open Location,Need tab loading icon,1,1,1
61,Firefox-169348,Firefox-169378,FIXED,Need tab loading icon,first Mozilla Firefox window ignored by nsIWindowMediator,1,0,1
62,Firefox-169378,Firefox-169379,FIXED,first Mozilla Firefox window ignored by nsIWindowMediator,first Phoenix window ignored by nsIWindowMediator,1,0,1
63,Firefox-169698,Firefox-169709,FIXED,Open Personal Toolbar folder in toolbar; continue to hold mouse button; select bookmark -> nothing happens.,web search for  in context menu dont work,0,1,1
64,Firefox-169709,Firefox-169727,FIXED,web search for  in context menu dont work,Restored window position and size lost after a full screen (linux),0,1,1
65,Firefox-169823,Firefox-169826,FIXED,Fix full screen to have smaller icons,Port patch to bug 164006 (wyciwyg: in tab titles),0,0,1
66,Firefox-169826,Firefox-169833,FIXED,Port patch to bug 164006 (wyciwyg: in tab titles),[cust] Add more off-by-default toolbar buttons,0,0,1
67,Firefox-169833,Firefox-169834,FIXED,[cust] Add more off-by-default toolbar buttons,textmode buttons need hover/active state,1,1,1
68,Firefox-169834,Firefox-169836,FIXED,textmode buttons need hover/active state,enable nsITheme form control goodness for Phoenix,0,1,1
69,Firefox-169836,Firefox-169837,FIXED,enable nsITheme form control goodness for Phoenix,scroll bookmarks but not other menu items in bookmarks menu,0,0,1
70,Firefox-169837,Firefox-169839,WONTFIX,scroll bookmarks but not other menu items in bookmarks menu,rename executable and profile dir,0,0,1
71,Firefox-169839,Firefox-169971,FIXED,rename executable and profile dir,Need to enable wallet (password manager/image manager/cookie manager),1,1,1
72,Firefox-169971,Firefox-170029,FIXED,Need to enable wallet (password manager/image manager/cookie manager),Respect Windows Access Keys display pref (default: only show the access keys when you hit alt),0,1,1
73,Firefox-170078,Firefox-170152,FIXED,Missing proxy image,Cannot File > New Bookmark while managing a new/empty folder,0,1,1
74,Firefox-170152,Firefox-170157,FIXED,Cannot File > New Bookmark while managing a new/empty folder,Bookmarks are not loaded if the Personal Toolbar is switched off,1,1,1
75,Firefox-170157,Firefox-170216,FIXED,Bookmarks are not loaded if the Personal Toolbar is switched off,Pretty up dns error page a bit,0,1,1
76,Firefox-170222,Firefox-170243,FIXED,middle click (pt+bookmark menu) loads in the current tab + new tab,Add ids to facilitate add-ons,0,1,1
77,Firefox-170243,Firefox-170362,FIXED,Add ids to facilitate add-ons,Ctrl-W does not close the current tab,1,1,1
78,Firefox-170427,Firefox-170448,FIXED,listboxes and tree views dont support themes on winxp,Ctrl+Mousewheel should resize text,1,1,1
79,Firefox-170448,Firefox-170459,FIXED,Ctrl+Mousewheel should resize text,bookmarks should import Mozillas bookmarks,0,1,1
80,Firefox-170462,Firefox-170463,WONTFIX,combine links + toolbar,File | Import ... does not work  cannot import 4.x; Mozilla or Phoenix bookmarks,0,1,1
81,Firefox-170499,Firefox-170501,FIXED,About dialog weirdness,Context menu doesnt appear when right clicking on disabled forward or back,0,0,1
82,Firefox-170501,Firefox-170511,WONTFIX,Context menu doesnt appear when right clicking on disabled forward or back,cant specify cookie/image details,0,1,1
83,Firefox-170517,Firefox-170521,FIXED,Proxy settings in prefs.js seem to be ignored...,Incorrectly renders various web pages,0,1,1
84,Firefox-170537,Firefox-170543,FIXED,[Moz] Cannot set Imported IE Favorites to default personal toolbar folder,pheonix,0,1,1
85,Firefox-170543,Firefox-170566,WONTFIX,pheonix,Need smaller throbber to use with small icons,0,1,1
86,Firefox-170566,Firefox-170568,FIXED,Need smaller throbber to use with small icons,Blank URL bar after using Customize Toolbar,1,1,1
87,Firefox-170574,Firefox-170582,FIXED,Ctrl+Tab/Ctrl+Shift+Tab should switch tabs in browser,favicon.ico colors render improperly in tabs and URL bar,1,1,1
88,Firefox-170609,Firefox-170623,FIXED,-remote openurl() opens Mozilla window if Mozilla is running,make preferences resizable,0,1,1
89,Firefox-170623,Firefox-170630,FIXED,make preferences resizable,Scroll bar becomes blank,0,1,1
90,Firefox-170633,Firefox-170641,FIXED,fix addressbar dropdown icon for linux.,Find Next button doesnt always respond to Enter,0,1,1
91,Firefox-170641,Firefox-170653,FIXED,Find Next button doesnt always respond to Enter,Ctrl+Mousewheel should cycle tabs,0,1,1
92,Firefox-170653,Firefox-170677,WONTFIX,Ctrl+Mousewheel should cycle tabs,A new icon for Firebird,0,1,1
93,Firefox-170677,Firefox-170705,FIXED,A new icon for Firebird,accessing navigator.cookieEnabled produces uncaught exception,1,1,1
94,Firefox-170705,Firefox-170734,FIXED,accessing navigator.cookieEnabled produces uncaught exception,Need Mozilla Firebird newsgroup,1,1,1
95,Firefox-170734,Firefox-170737,FIXED,Need Mozilla Firebird newsgroup,Revive XUL preprocessor,1,1,1
96,Firefox-170737,Firefox-170763,FIXED,Revive XUL preprocessor,Phoenix needs talkback,1,1,1
97,Firefox-170763,Firefox-170765,FIXED,Phoenix needs talkback,Navigation toolbar is completely blank,0,1,1
98,Firefox-170765,Firefox-170784,FIXED,Navigation toolbar is completely blank,restore image blocking in Phoenix,0,1,1
99,Firefox-170784,Firefox-170793,FIXED,restore image blocking in Phoenix,error when dragging from empty area on personal toolbar to window,0,1,1
100,Firefox-170793,Firefox-170834,FIXED,error when dragging from empty area on personal toolbar to window,no url bar back or forward buttons,0,1,1
101,Firefox-170861,Firefox-170869,FIXED,implement middle click paste to load URL for Windows,auto-imported ie favorites (on every restart) do not resolve.,0,1,1
102,Firefox-170869,Firefox-170899,WONTFIX,auto-imported ie favorites (on every restart) do not resolve.,URL toolbar missing off Phoenix nightly for 25 September,0,1,1
103,Firefox-170946,Firefox-170958,FIXED,Ability to set tabgroups as homepages,No wordwrap on news article pages,1,0,1
104,Firefox-171037,Firefox-171042,FIXED,Changes to get OS/2 building,Missing Address/Location Bar,0,1,1
105,Firefox-171072,Firefox-171101,WONTFIX,left tab toolbar resizable,[cust] new toolbar customization features,1,1,1
106,Firefox-171101,Firefox-171104,FIXED,[cust] new toolbar customization features,fixup after dropping communicator.css,1,1,1
107,Firefox-171104,Firefox-171122,FIXED,fixup after dropping communicator.css,[cust] No URL bar on tool bar stops bookmarks from loading,1,1,1
108,Firefox-171122,Firefox-171132,FIXED,[cust] No URL bar on tool bar stops bookmarks from loading,middle click on a tab should close it,0,1,1
109,Firefox-171132,Firefox-171134,WONTFIX,middle click on a tab should close it,closing a tab focuses the left tab,0,1,1
110,Firefox-171174,Firefox-171184,FIXED,sorting bookmarks from the view menu has been broken for too long.,File -> Open Location does not open a dialog box.,0,1,1
111,Firefox-171218,Firefox-171239,WONTFIX,256 color mode does strange things,[cust] customize should be a dialog,0,1,1
112,Firefox-171239,Firefox-171242,FIXED,[cust] customize should be a dialog,[cust] represent all personal toolbar bookmarks with one item,1,1,1
113,Firefox-171242,Firefox-171245,FIXED,[cust] represent all personal toolbar bookmarks with one item,[cust] text labels for address field and search fields.,1,1,1
114,Firefox-171245,Firefox-171271,WONTFIX,[cust] text labels for address field and search fields.,Save Bookmark Group over an existing Bookmark Group,0,1,1
115,Firefox-171271,Firefox-171292,WONTFIX,Save Bookmark Group over an existing Bookmark Group,Back button skips page if error,1,1,1
116,Firefox-171303,Firefox-171327,FIXED,[cust] Creating a new toolbar with same name as standard toolbar should give an error,Implement Use Bookmark menubutton in General prefs,0,0,1
117,Firefox-171327,Firefox-171330,FIXED,Implement Use Bookmark menubutton in General prefs,redesign of how we expose bookmark groups / launching multiple tabs from bookmarks,1,1,1
118,Firefox-171330,Firefox-171346,FIXED,redesign of how we expose bookmark groups / launching multiple tabs from bookmarks,showing icons&text shows reload and stop labels right to the buttons,0,1,1
119,Firefox-171349,Firefox-171350,FIXED,Mozilla Firefox Icon is Windowing Systems Standard Icon (Taskbar & Upper Lefthand Corner of App),[cust] allow customization or better control of full screen toolbars,0,0,1
120,Firefox-171350,Firefox-171397,WONTFIX,[cust] allow customization or better control of full screen toolbars,[cust] When the URL text box is hidden; the Open Location menu item does not open a dialogue box,1,1,1
121,Firefox-171397,Firefox-171402,FIXED,[cust] When the URL text box is hidden; the Open Location menu item does not open a dialogue box,[cust] You can make a toolbar button part of the URL bar inplace of the favicon.,1,1,1
122,Firefox-171402,Firefox-171427,FIXED,[cust] You can make a toolbar button part of the URL bar inplace of the favicon.,Phoenix wont start on Windows 9x,0,1,1
123,Firefox-171427,Firefox-171430,FIXED,Phoenix wont start on Windows 9x,Add popup whitelisting,0,1,1
124,Firefox-171430,Firefox-171447,FIXED,Add popup whitelisting,Cant tab into urlbar autocomplete,0,1,1
125,Firefox-171447,Firefox-171451,FIXED,Cant tab into urlbar autocomplete,Move; Properties; Rename; etc should be disabled when no bookmark selected,0,1,1
126,Firefox-171451,Firefox-171459,FIXED,Move; Properties; Rename; etc should be disabled when no bookmark selected,[cust] linux customize sheet comes up in the wrong place(s),0,1,1
127,Firefox-171459,Firefox-171467,FIXED,[cust] linux customize sheet comes up in the wrong place(s),Run check on bookmark validity,0,1,1
128,Firefox-171487,Firefox-171495,FIXED,when dns error page is presented and you click back button you go back 2 pages,implement search in urlbar autocomplete,0,1,1
129,Firefox-171495,Firefox-171496,WONTFIX,implement search in urlbar autocomplete,middle-paste of url in content area should load that page,0,1,1
130,Firefox-171498,Firefox-171502,FIXED,image files checked in without binary flag,scripts opens windows instead of tabs,1,1,1
131,Firefox-171545,Firefox-171561,FIXED,ALT+F is mapped to Find instead of File menu,Mozilla Firefox creates a profile directory called Mozilla,0,1,1
132,Firefox-171561,Firefox-171565,FIXED,Mozilla Firefox creates a profile directory called Mozilla,Background of Go button should be transparent; like the rest of the toolbar buttons.,0,1,1
133,Firefox-171565,Firefox-171566,FIXED,Background of Go button should be transparent; like the rest of the toolbar buttons.,Phoenix fails to import Mozilla bookmarks,0,1,1
134,Firefox-171572,Firefox-171574,FIXED,Dropmarker doesnt depress in non-luna,Autocomplete is broken in Homepage pref,1,1,1
135,Firefox-171574,Firefox-171575,FIXED,Autocomplete is broken in Homepage pref,Implement find bookmark in the same manner as Netscape 4.x,0,1,1
136,Firefox-171575,Firefox-171581,WONTFIX,Implement find bookmark in the same manner as Netscape 4.x,implement toolbar search/find in page,0,1,1
137,Firefox-171581,Firefox-171584,FIXED,implement toolbar search/find in page,Focus is not on page after going to page via bookmark,0,1,1
138,Firefox-171584,Firefox-171600,FIXED,Focus is not on page after going to page via bookmark,Implement work offline,0,1,1
139,Firefox-171600,Firefox-171602,FIXED,Implement work offline,Add close button to sidebar,1,1,1
140,Firefox-171602,Firefox-171604,FIXED,Add close button to sidebar,Implement toolbar overflow,0,1,1
141,Firefox-171604,Firefox-171605,FIXED,Implement toolbar overflow,Implement deletion of individual autocomplete results,0,1,1
142,Firefox-171605,Firefox-171606,FIXED,Implement deletion of individual autocomplete results,Add dropmarker to icon in search bar,1,1,1
143,Firefox-171606,Firefox-171610,FIXED,Add dropmarker to icon in search bar,enter key in the bookmark manager does not load the selected bookmark,0,1,1
144,Firefox-171610,Firefox-171616,FIXED,enter key in the bookmark manager does not load the selected bookmark,Add View -> Sidebars,0,1,1
145,Firefox-171616,Firefox-171647,FIXED,Add View -> Sidebars,icons for customize toolbar additions.,0,1,1
146,Firefox-171647,Firefox-171689,FIXED,icons for customize toolbar additions.,Unable to create a new folder  when selecting first ADD BOOKMARK,0,1,1
147,Firefox-171702,Firefox-171722,FIXED,Add support for a <toolbar> to the right of the menu bar,tweaking of the View menu,0,1,1
148,Firefox-171722,Firefox-171728,FIXED,tweaking of the View menu,mix of large and small icons on toolbars,0,1,1
149,Firefox-171741,Firefox-171747,FIXED,[Cust] Closing the toolbars customisation window without clicking on Done,Typeahead find + F3 doesnt find next,0,1,1
150,Firefox-171747,Firefox-171777,FIXED,Typeahead find + F3 doesnt find next,Bookmark Separators Misplaced in Sidebar,0,1,1
151,Firefox-171777,Firefox-171794,FIXED,Bookmark Separators Misplaced in Sidebar,Get rid of Tools>History,0,1,1
152,Firefox-171794,Firefox-171803,WONTFIX,Get rid of Tools>History,New Folder... button in Add Bookmark dialog is broken,0,1,1
153,Firefox-171807,Firefox-171848,FIXED,cant create or manage folders,icons,0,1,1
154,Firefox-171855,Firefox-171869,FIXED,phoenix.exe version info lists application as Mozilla,tag MAILTO not supported,1,1,1
155,Firefox-171870,Firefox-171874,WONTFIX,bookmarks manager doesnt show groupmark icons,[cust] customize dialog doesnt appear menubar inactive,0,1,1
156,Firefox-171874,Firefox-171876,FIXED,[cust] customize dialog doesnt appear menubar inactive,Cant create a separate toolbar configuration for full screen mode,1,1,1
157,Firefox-171884,Firefox-171892,WONTFIX,Put back/forward in all context menus (including images),remove Exit from File menu and replace with Close,1,1,1
158,Firefox-171892,Firefox-171929,WONTFIX,remove Exit from File menu and replace with Close,POSTDATA confirm,0,1,1
159,Firefox-171929,Firefox-171935,WONTFIX,POSTDATA confirm,I cannot export individual bookmark folders in Bookmark manager.,0,1,1
160,Firefox-172021,Firefox-172025,FIXED,resizer visible when maximized,Cancelling a creation of new bookmark folder still leaves a folder called New Folder,0,1,1
161,Firefox-172025,Firefox-172026,FIXED,Cancelling a creation of new bookmark folder still leaves a folder called New Folder,[Moz] JavaScript error when hitting Cancel in Add Bookmark dialog,1,1,1
162,Firefox-172026,Firefox-172029,FIXED,[Moz] JavaScript error when hitting Cancel in Add Bookmark dialog,Choosing Expand on PT produces JavaScript error,1,1,1
163,Firefox-172068,Firefox-172091,FIXED,Opens a new window toolbar button has incorrect tooltip,Encryption security warnings: alert me whenever should stay checked,0,1,1
164,Firefox-172091,Firefox-172096,FIXED,Encryption security warnings: alert me whenever should stay checked,bookmark schedule opens some sort off cros betwean mozilla and phoenix(0.2),0,1,1
165,Firefox-172096,Firefox-172107,FIXED,bookmark schedule opens some sort off cros betwean mozilla and phoenix(0.2),Toolbar customization doesnt work properly,0,1,1
166,Firefox-172113,Firefox-172127,FIXED,[Moz] Make the set as bookmark toolbar folder not suck,minor error with Go buttons tooltip,0,1,1
167,Firefox-172127,Firefox-172132,FIXED,minor error with Go buttons tooltip,right click on URL field down arrow bug,0,1,1
168,Firefox-172132,Firefox-172141,FIXED,right click on URL field down arrow bug,add toolbar list to context menu of toolbars,0,1,1
169,Firefox-172142,Firefox-172148,WONTFIX,[cust] Set flex on textbox in toolbar,Custom toolbars are always visible when opening a window.,1,1,1
170,Firefox-172179,Firefox-172185,WONTFIX,Maybe you implement some mouse-gestures,Focus Search bar shortcut not compatable with foreign keyboard layout,1,1,1
171,Firefox-172185,Firefox-172222,FIXED,Focus Search bar shortcut not compatable with foreign keyboard layout,Paste does not work in HTTP-proxy field,0,1,1
172,Firefox-172239,Firefox-172246,FIXED,Sidebar does not persist state across sessions,Window locked after using About Phoenix dialog,0,1,1
173,Firefox-172262,Firefox-172264,FIXED,when placing bookmarks and nav toolbar on the same row; unneccesary space is used,Print Preview toolbar is busted,1,1,1
174,Firefox-172264,Firefox-172272,FIXED,Print Preview toolbar is busted,History Quick Search should be case insensitive,0,1,1
175,Firefox-172272,Firefox-172273,FIXED,History Quick Search should be case insensitive,Support context menus on menuitems,0,1,1
176,Firefox-172275,Firefox-172281,FIXED,new add bookmark dialog,Sidebars need tooltips for croppeed text,0,1,1
177,Firefox-172291,Firefox-172300,FIXED,Cant DnD reorder bookmarks in the same folder on Personal Toolbar,Phoenix doesnt build with jprof enabled,0,1,1
178,Firefox-172300,Firefox-172307,FIXED,Phoenix doesnt build with jprof enabled,256 colors theme; 8-bit icons messed up on toolbar,0,1,1
179,Firefox-172307,Firefox-172313,WONTFIX,256 colors theme; 8-bit icons messed up on toolbar,Can not use Javascript to add new side bar,0,1,1
180,Firefox-172313,Firefox-172317,WONTFIX,Can not use Javascript to add new side bar,Save Page As shuld offer Page Caption as file name,1,1,1
181,Firefox-172328,Firefox-172389,FIXED,Drag URL from Navigation toolbar to Bookmarks Menu dont work,keyword: URL displayed after using Internet Keywords,0,1,1
182,Firefox-172389,Firefox-172426,FIXED,keyword: URL displayed after using Internet Keywords,Remove modern listing now that we dont package modern theme.,0,1,1
183,Firefox-172451,Firefox-172493,WONTFIX,accel-shift-l keystroke does nothing; unlike Mozilla,Customizing toolbar only updates current window,0,1,1
184,Firefox-172497,Firefox-172502,FIXED,add vbox appcontent hook,Do not allow ctrl+dragging (or remove the + pointer) in Toolbar Customization,0,1,1
185,Firefox-172502,Firefox-172504,FIXED,Do not allow ctrl+dragging (or remove the + pointer) in Toolbar Customization,Context menu items in Bookmarks sidebar dont always work,0,1,1
186,Firefox-172504,Firefox-172516,FIXED,Context menu items in Bookmarks sidebar dont always work,[cust] File; Edit; View etc... could be treated as an item,0,1,1
187,Firefox-172530,Firefox-172553,FIXED,url drop-down box appears to the left of the url bar,Under >Edit>Preferences pulldown; in Privacy submenu; checkboxes cannot be checked by mouse,0,1,1
188,Firefox-172580,Firefox-172589,FIXED,Changes to get OS/2 building/working,problem with bookmark checker launching windows,0,1,1
189,Firefox-172616,Firefox-172617,FIXED,pop-up windows have old mozilla throbber instead of new phoenix one,cannot apply themes in prefernces,0,1,1
190,Firefox-172647,Firefox-172658,FIXED,Location bar disappears after drag and release in customize toolbar mode,Character Coding menu does not reflect current character coding,0,1,1
191,Firefox-172658,Firefox-172666,FIXED,Character Coding menu does not reflect current character coding,theme/extensions icon trouble,0,1,1
192,Firefox-172666,Firefox-172706,WONTFIX,theme/extensions icon trouble,Mozilla Firebird should not try to use $MOZILLA_FIVE_HOME,0,1,1
193,Firefox-172706,Firefox-172724,FIXED,Mozilla Firebird should not try to use $MOZILLA_FIVE_HOME,Java error when starting Phoenix,0,1,1
194,Firefox-172780,Firefox-172810,WONTFIX,Reduce startup time by showing window before loading customized toolbars,autocomplete popup doesnt appear when manually prepending http://,0,1,1
195,Firefox-172810,Firefox-172817,FIXED,autocomplete popup doesnt appear when manually prepending http://,Allow external source viewer/editor,0,1,1
196,Firefox-172817,Firefox-172832,FIXED,Allow external source viewer/editor,Home button should be visible by default,0,1,1
197,Firefox-172832,Firefox-172854,FIXED,Home button should be visible by default,about:mozilla is useless,0,1,1
198,Firefox-172854,Firefox-172891,WONTFIX,about:mozilla is useless,Mozilla Firefox should look for plugins in users application home directory,1,1,1
199,Firefox-172891,Firefox-172894,FIXED,Mozilla Firefox should look for plugins in users application home directory,Rename Preferences to Options,0,1,1
200,Firefox-172894,Firefox-172903,FIXED,Rename Preferences to Options,OS/2 only - customizing toolbar doesnt work,0,1,1
201,Firefox-172903,Firefox-172962,FIXED,OS/2 only - customizing toolbar doesnt work,Options for where to open URLs from other applications (reuse tab; new tab; new window),0,0,1
202,Firefox-172962,Firefox-172974,FIXED,Options for where to open URLs from other applications (reuse tab; new tab; new window),malfunctions in autodetect character coding,1,0,1
203,Firefox-173036,Firefox-173086,FIXED,Pageload and startup spiked when Go menu landed,Deleting bookmarks doesnt give a visual indication that they are deleted,0,1,1
204,Firefox-173086,Firefox-173087,FIXED,Deleting bookmarks doesnt give a visual indication that they are deleted,External Mail Program Support,0,1,1
205,Firefox-173145,Firefox-173149,FIXED,Exception occurs when adding a bookmark without specifying folder,Cannot add bookmark; OK button doesnt do anything,1,1,1
206,Firefox-173187,Firefox-173194,FIXED,Popup whitelisting infrastructure (in Mozilla trunk),Add mailto handler to allow the use of third party email clients,1,1,1
207,Firefox-173247,Firefox-173251,FIXED,Bookmarks are not loaded,Use typeahead find in search bar,0,1,1
208,Firefox-173295,Firefox-173314,FIXED,Open in tabs is displayed multiple times in Bookmarks menu,Cant open mozilla and phoenix simultaneously,0,1,1
209,Firefox-173318,Firefox-173321,WONTFIX,Display Favicons in location bar when using autocomplete/location bar dropdown,print preview doesnt have toolbars,0,1,1
