,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
86,Firefox-205815,Firefox-222157,DUPLICATE,Find again; Print; Save Page As; is broken in Page Source,,0,0,1
87,Firefox-206159,Firefox-235300,DUPLICATE,missing icon for the Bookmarks toolbar,bookmarks toolbar items need an icon for  the customize toolbar dialog,1,1,1
88,Firefox-206456,Firefox-223331,DUPLICATE,Home button and menu item access wrong location under certain conditions,After closing all windows; first new window is broken,0,0,1
89,Firefox-206933,Firefox-223331,DUPLICATE,first new window is inactive,After closing all windows; first new window is broken,1,0,1
90,Firefox-207315,Firefox-224578,DUPLICATE,Chop up editor.js,,0,0,1
91,Firefox-207317,Firefox-224578,DUPLICATE,Chop up mailnews.js,,0,0,1
92,Firefox-208550,Firefox-211530,DUPLICATE,Percentage height tag fail for Applets,,0,0,1
93,Firefox-208805,Firefox-209844,DUPLICATE,Must turn Java off and on every time,navigator.javaEnabled() always returns false at start,1,1,1
94,Firefox-209562,Firefox-222472,DUPLICATE,Unable to use Firebird as TopStyle internal preview browser after registering mozctlx.dll,,0,0,1
95,Firefox-210176,Firefox-234598,DUPLICATE,Random hangs leaving rogue process when killed,,0,0,1
96,Firefox-210435,Firefox-290177,DUPLICATE,ctrl+pgup/down to switch tabs doesnt fire when textfield selected,,0,0,1
97,Firefox-210617,Firefox-210618,DUPLICATE,It isnt able to display a page written in valide html and css,,0,0,1
98,Firefox-211551,Firefox-307340,DUPLICATE,bottom of page not displayed in fullscreen,,0,0,1
99,Firefox-211658,Firefox-216248,DUPLICATE,browser window loses focus while typing in location or search bar in focus-follows-mouse mode,,0,0,1
100,Firefox-211879,Firefox-231393,DUPLICATE,Location bar empty until page rendering started,,0,0,1
101,Firefox-211944,Firefox-211945,DUPLICATE,FedEx.com - Page layout rendered improperly,,0,0,1
102,Firefox-212087,Firefox-270668,DUPLICATE,Tools->Options->General Home page Use current pages button uses address from first tab; not the currently selected tab,,0,0,1
103,Firefox-212604,Firefox-226071,DUPLICATE,firebird fails to open when thunderbird is open (linux),,0,0,1
104,Firefox-212949,Firefox-212950,DUPLICATE,Sometimes link are invisible,,0,0,1
105,Firefox-213198,Firefox-217378,DUPLICATE,about: shows &brandShortName; &version; variables; not correct text,about: page broken when opened via address bar,1,1,1
106,Firefox-213201,Firefox-215031,DUPLICATE,Mozilla Firebird starts; but then freezes.,Firebird freezes with resolving host texturizer.net in the status bar.,1,1,1
107,Firefox-213249,Firefox-215031,DUPLICATE,firebird hangs on startup,Firebird freezes with resolving host texturizer.net in the status bar.,1,1,1
108,Firefox-213375,Firefox-215031,DUPLICATE,Fresh install: crash if using proxy,Firebird freezes with resolving host texturizer.net in the status bar.,1,1,1
109,Firefox-213409,Firefox-215031,DUPLICATE,Freezes on ipl,Firebird freezes with resolving host texturizer.net in the status bar.,1,1,1
110,Firefox-213554,Firefox-215446,DUPLICATE,Flicker between the toolbars and the main document window; occasional jittering,,0,0,1
111,Firefox-213643,Firefox-213644,DUPLICATE,GRE based quicklaunch,,0,0,1
112,Firefox-213682,Firefox-213710,DUPLICATE,picture not shown,,0,0,1
113,Firefox-213757,Firefox-213912,DUPLICATE,crash loading non-existent domain/file with XUL error pages enabled,,0,0,1
114,Firefox-213858,Firefox-216118,DUPLICATE,this frame submenu stops functioning / opening,,0,0,1
115,Firefox-213949,Firefox-213950,DUPLICATE,Remove js console,,0,0,1
116,Firefox-213984,Firefox-215031,DUPLICATE,Browsers stops responding.,Firebird freezes with resolving host texturizer.net in the status bar.,1,1,1
117,Firefox-214054,Firefox-226602,DUPLICATE,Firefox should provide icons for associated files and shortcuts,Need Document Icons for Firefox,1,0,1
118,Firefox-214133,Firefox-215383,DUPLICATE,Unable to drag a URL from the address bar to the BTF,Empty space on personal toolbar does not act like bookmark folder and is not a drop target,1,0,1
119,Firefox-214231,Firefox-240817,DUPLICATE,page setup dialog resizes on paper orientation change,,0,0,1
120,Firefox-214338,Firefox-215031,DUPLICATE,Immidiately Freezes Upon Load,Firebird freezes with resolving host texturizer.net in the status bar.,1,1,1
121,Firefox-214475,Firefox-214476,DUPLICATE,Mozilla interprets a -- (two dashes in a row) inside of a comment or an include improperly,,0,0,1
122,Firefox-214652,Firefox-233462,DUPLICATE,Meta bug for issues relating to GTK2 toolkit builds,,0,0,1
123,Firefox-215176,Firefox-223331,DUPLICATE,Search field icons not being refreshed when choosing New Navigator Window,After closing all windows; first new window is broken,0,0,1
124,Firefox-215353,Firefox-215440,DUPLICATE,Blank window caption,,0,0,1
125,Firefox-215489,Firefox-220701,DUPLICATE,User-created toolbars dont remember on/off settings,,0,0,1
126,Firefox-215674,Firefox-227426,DUPLICATE,Escape key should close customize toolbar window,Toolbar Customize sheet needs to support Esc; Return; Enter to close,1,0,1
127,Firefox-215734,Firefox-232617,DUPLICATE,browser.tabs.opentabfor.urlbar set to false sometimes opens urls in location bars history in tabs,Location Bar dropdown loads new tab,0,1,1
128,Firefox-215852,Firefox-217796,DUPLICATE,After opening a PDF file in the browser with the Acrobat 6 plugin installed; there is a long delay of 10-20 seconds before returning to the link page after hitting the back button is pressed.,,0,0,1
129,Firefox-215858,Firefox-215877,DUPLICATE,after opening new tab; URL bar starts out set to about:blank,,0,0,1
130,Firefox-215994,Firefox-220214,DUPLICATE,Remember password? dialog appears twice,,0,0,1
131,Firefox-216035,Firefox-296080,DUPLICATE,Wrong autoscroll icon appears when horizontal scroll is possible.,,0,0,1
132,Firefox-216142,Firefox-216544,DUPLICATE,-remote fails with Failed to send command.,,0,0,1
133,Firefox-216258,Firefox-227887,DUPLICATE,Tab switch blocked on untitled tab after page could not be found,Ctrl+Tab doesnt work in failed (gray; completely blank) tab,1,0,1
134,Firefox-216416,Firefox-216501,DUPLICATE,prominent warning before making Moz/FB the default browser,Ability to pick and choose file associations when setting as default browser,1,0,1
135,Firefox-216534,Firefox-220214,DUPLICATE,Master password question asked twice/another time if you clicked cancel the first time,,0,0,1
136,Firefox-216667,Firefox-492544,DUPLICATE,URL bar should include a Paste and Go in the context menu,,0,0,1
137,Firefox-216704,Firefox-220214,DUPLICATE,Master password question asked twice if you have two identities for a site,,0,0,1
138,Firefox-216849,Firefox-218684,DUPLICATE,firebird 0.6.1 hangs at 100% cpu on loading this particular,,0,0,1
139,Firefox-217055,Firefox-223287,DUPLICATE,OK button does not work in Options dialog after changing home page,Cannot manually edit home page in Preferences if toolbar icon is removed,1,1,1
140,Firefox-217113,Firefox-243893,DUPLICATE,Web Search for <text> loads in a tab; even if the current window shows no tabs (like a pop-up window),Open in Tab is unusable when menus are not present (tab bar is hidden in popup windows; leads to invisible tabs; esp for external apps; search web for... broken in popup windows),0,0,1
141,Firefox-217370,Firefox-221445,DUPLICATE,Using | as URI separator breaks some links; including yahoo mail,Using | (pipe) as URI separator breaks some links/home pages; causes multiple tabs to open,0,0,1
142,Firefox-218146,Firefox-295721,DUPLICATE,switch tabs onmousedown instead of onclick,,0,0,1
143,Firefox-218565,Firefox-242844,DUPLICATE,Close Other Tabs Needs a Confirmation Dialog,Close Other Tabs Needs a Confirmation Dialog,1,0,1
144,Firefox-218701,Firefox-624225,DUPLICATE,empty space above each tab in tab bar,,0,0,1
145,Firefox-218744,Firefox-218745,DUPLICATE,geocaching.com crashes browser when loading on all versions of Windows,,0,0,1
146,Firefox-219168,Firefox-363725,DUPLICATE,about:logo produces error message,,0,0,1
147,Firefox-219175,Firefox-220214,DUPLICATE,cancel master password; asked again after every character typed,,0,0,1
148,Firefox-220454,Firefox-223331,DUPLICATE,after a period of time; Firebird stops responding to URLs entered in address bar or selecting bookmarks.,After closing all windows; first new window is broken,1,0,1
149,Firefox-220465,Firefox-220466,DUPLICATE,Thunderbird 0. interfer with -remote command to firebird,Thunderbird 0.2 interfer with -remote command to firebird,1,1,1
150,Firefox-220534,Firefox-223331,DUPLICATE,after closing all windows; status bar (and some other things) broken on windows created later,After closing all windows; first new window is broken,0,0,1
151,Firefox-220680,Firefox-221899,DUPLICATE,Save as dialog doesnt append .htm extension to dynamic page names,when saving web page; not defaulting with any file extension,1,1,1
152,Firefox-220838,Firefox-343616,DUPLICATE,Uncaught Exception in browser.xml,,0,0,1
153,Firefox-220920,Firefox-221015,DUPLICATE,last letter of files seems to get cut off; both in dir listings (pick cert; file save; etc) and config changes,,0,0,1
154,Firefox-220925,Firefox-222977,DUPLICATE,Crash on attempting to provide username and password for proxy server,,0,0,1
155,Firefox-221247,Firefox-221248,DUPLICATE,webcam history loaded badly,webcam history loaded badly,1,1,1
156,Firefox-222105,Firefox-224578,DUPLICATE,Strip out unused preferences and functions,,0,0,1
157,Firefox-222470,Firefox-223023,DUPLICATE,Opened ICQ now window is constantly moving up and down,,0,0,1
158,Firefox-222717,Firefox-385397,DUPLICATE,Opening Go (a.k.a History) menu hangs Firefox for many seconds when history is large,,0,0,1
159,Firefox-222723,Firefox-232763,DUPLICATE,Build Failure,,0,0,1
160,Firefox-222914,Firefox-239481,DUPLICATE,Clipboard feature will not work.,,0,0,1
161,Firefox-223314,Firefox-240136,DUPLICATE,Browser should indicate its porting IE bookmarks on first startup of new profile,Firefox should not auto-import settings without user confirmation,0,1,1
162,Firefox-223317,Firefox-239481,DUPLICATE,does not support javascript clipboard copy - window.clipboardData.setData(Text; cmd),,0,0,1
163,Firefox-223399,Firefox-232707,DUPLICATE,Removing Bookmarks Toolbar Items disables bookmarks inline editing,Right-click context menu for toolbar bookmarks broken after customizing navigation toolbar icons,1,0,1
164,Firefox-223401,Firefox-230717,DUPLICATE,Web/Home hotkey fails to start Mozilla,,0,0,1
165,Firefox-224182,Firefox-247603,DUPLICATE,search bar doesnt work if location bar is not on a toolbar,Removing address bar breaks stuff,1,1,1
166,Firefox-224297,Firefox-298697,DUPLICATE,dont add %s to url when keyword field left empty,,0,0,1
167,Firefox-224314,Firefox-224696,DUPLICATE,Search engine field continues to display old search terms,I wish the search bar would clear,0,1,1
168,Firefox-224350,Firefox-224526,DUPLICATE,Scroll Arrows Do Not Work,,0,0,1
169,Firefox-224466,Firefox-225958,DUPLICATE,Available plug-ins dont show in Tools->Options->Downloads->Plug-ins,file types/helper apps and plugins lists are empty; helper apps fixed,0,1,1
170,Firefox-224912,Firefox-248817,DUPLICATE,Scroll past end of bookmarks,pressing delete with nothing selected breaks delete in Bookmark Manager,1,0,1
171,Firefox-225014,Firefox-305797,DUPLICATE,Installer looks broken with high resolution displays/large font sizes,,0,0,1
172,Firefox-225476,Firefox-242121,DUPLICATE,port fix from bug 181973 (reversed attribute),,0,0,1
173,Firefox-225516,Firefox-231494,DUPLICATE,Firebird assumes Desktop is C:\Windows\Desktop for default download location,,0,0,1
174,Firefox-225715,Firefox-335827,DUPLICATE,search toolbar should auto-search when user selects a new search engine from the drop-down list,,0,0,1
175,Firefox-225829,Firefox-250983,DUPLICATE,Warning dialog for File>Exit,Close Window (ctrl-shift-w) does not display confirm dialog when multiple tabs are open.,1,1,1
176,Firefox-226282,Firefox-226401,DUPLICATE,xul error page does not generate a new back-button history entry,XUL (HTML) error pages should be stored in history or provide link to parent page,1,1,1
177,Firefox-226636,Firefox-231936,DUPLICATE,Users profile is lost - have to create a replacement with problems,,0,0,1
178,Firefox-226695,Firefox-241068,DUPLICATE,Crash when typing in text field and autocomplete tries to activate,Crash when trying to enter text in input field. [@ nsTreeBodyFrame::PrefillPropertyArray][@ _ZN15nsTreeBodyFrame20PrefillPropertyArrayEiP12nsTreeColumn],1,1,1
179,Firefox-226747,Firefox-274773,DUPLICATE,middle mouse button causes mozilla to visit random website,,0,0,1
180,Firefox-226951,Firefox-230525,DUPLICATE,Expose UI for session-only cookie permissions,add session cookie permissions to Exceptions window,1,0,1
181,Firefox-227349,Firefox-242134,DUPLICATE,Printing randomly ignores header/footer settings,,0,0,1
182,Firefox-227414,Firefox-243572,DUPLICATE,Connect with username and password in URL shows dialog box; doesnt carry over.,,0,0,1
183,Firefox-227528,Firefox-232715,DUPLICATE,Every once in a while Firefox freezes on a pop-up dialog box,,0,0,1
184,Firefox-227922,Firefox-454518,DUPLICATE,Add a new entry in the context menu of selected text: Open URL,,0,0,1
185,Firefox-228019,Firefox-228020,DUPLICATE,CSS generated content breaks form submission,,0,0,1
186,Firefox-228327,Firefox-241282,DUPLICATE,Install folder picker should default to the default installation directory,When choosing an alternative location via Browse...; the Installer defaults to ns_temp subfolder,1,1,1
187,Firefox-228379,Firefox-237183,DUPLICATE,Fbird/2 v0.7 crashes with SYS3178 divide-by-zero exception when accessing URL.,,0,0,1
188,Firefox-228726,Firefox-240696,DUPLICATE,need to create a new profile if you close all mozilla window but remain the download one,cannot open new browser window if the only window open is the download manager,0,1,1
189,Firefox-228747,Firefox-233205,DUPLICATE,ctrl-enter on address toolbar should remove trailing blankspace,Pressing Ctrl+Enter does not remove trailing spaces,0,0,1
190,Firefox-228766,Firefox-228768,DUPLICATE,not able to close top window after opening under <menu:help/about> the link:copyright and contributor information.,,0,0,1
191,Firefox-228806,Firefox-228882,DUPLICATE,Firebird loses proxy settings on restart,The fix for the bad code checked in for bug 132517 is missing from the 0.8 branch,1,1,1
192,Firefox-228843,Firefox-228844,DUPLICATE,[Bookmarks Sidebar] Quick search fails to find non-ASCII,[Bookmarks Sidebar] Quick search fails to find non-ASCII,1,1,1
193,Firefox-229022,Firefox-230462,DUPLICATE,OK-Button doesnt work,Options dialog cant be closed with OK button after opening Cookies | Exceptions,1,0,1
194,Firefox-229057,Firefox-231393,DUPLICATE,url isnt filled in in the adressbox when you are not connected,,0,0,1
195,Firefox-229165,Firefox-229167,DUPLICATE,advanced tab: certificates and validation do not expand when clicked for first time,advanced tab: certificates and validation do not expand when clicked for first time,1,1,1
196,Firefox-229166,Firefox-229167,DUPLICATE,advanced tab: certificates and validation do not expand when clicked for first time,advanced tab: certificates and validation do not expand when clicked for first time,1,1,1
197,Firefox-229528,Firefox-256555,DUPLICATE,html URL (html:a)  in <description> tags do not work correctly,,0,0,1
198,Firefox-229831,Firefox-259199,DUPLICATE,Acronym doesnt show tooltip in the sidebar,Tooltips dont work in the sidebar,1,1,1
199,Firefox-229845,Firefox-231709,DUPLICATE,Crash whilst loading Remote Xul example on bugzilla [@ nsJAR::ParseManifest ],,0,0,1
200,Firefox-229919,Firefox-242574,DUPLICATE,Open URL as default browser (e.g. links in Thunderbird email) loads top window/tab,Firefox URL request frequently open in existing window and not a new window,1,1,1
201,Firefox-230677,Firefox-255116,DUPLICATE,Pressing Enter in autocomplete goes to selected URL instead of URL in address bar,Pressing Home or Shift+Home should close autocomplete,1,0,1
202,Firefox-230921,Firefox-230922,DUPLICATE,Firebird should have sane defaults for set as default default browser,Firefox should have sane defaults for set as default browser,1,1,1
203,Firefox-231028,Firefox-232617,DUPLICATE,click on address bar autocomplete drop-down opens URI in new tab if enter was previously pressed on address bar,Location Bar dropdown loads new tab,1,1,1
204,Firefox-231115,Firefox-347307,DUPLICATE,myIpAddress() function in .pac files is unreliable,,0,0,1
205,Firefox-231170,Firefox-231200,DUPLICATE,Prune firebird default preferences,remove identical prefs from all.js; rename it to firebird.js; fix installer,1,1,1
206,Firefox-231305,Firefox-265720,DUPLICATE,Drag & drop of image in page to ext app result in truncated/empty file,Drag and dropping images directly from firefox to photoshop does not work,0,1,1
207,Firefox-231695,Firefox-289797,DUPLICATE,Remove the single leftover tab from the Bookmark Properties dialog,,0,0,1
208,Firefox-231720,Firefox-263213,DUPLICATE,Malformed URL with extra http; semi-colon; causes redirect to http://www.microsoft.com/  (http://http://; http:://; http;//) because of Google Im feeling lucky,,0,0,1
209,Firefox-232721,Firefox-233399,DUPLICATE,firebird crashes at http://www.ez74.com,,0,0,1
210,Firefox-233110,Firefox-261124,DUPLICATE,automatic capture mechanism for search toolbar?,,0,0,1
211,Firefox-233380,Firefox-234116,DUPLICATE,Bookmark Properties Inaccessible,Context menu commands dont work in *subfolders* of bookmarks menu,1,1,1
212,Firefox-233539,Firefox-248987,DUPLICATE,Window should close when closing last tab,When closing last tab the tab bar disappears indefinitely until new tab is opened,1,1,1
213,Firefox-233683,Firefox-233733,DUPLICATE,document.location(mypage) tries to redirect to chrome://navigator/content/mypage,,0,0,1
214,Firefox-233686,Firefox-238952,DUPLICATE,Credits outdated since namechange (Logo; Motto),Change Motto in Credits Dialog,1,0,1
215,Firefox-233706,Firefox-239175,DUPLICATE,Keyboard navigation in document window does not work,Enable tabbing to links by default on OS X,1,1,1
216,Firefox-233709,Firefox-233733,DUPLICATE,JavaScript error when trying to change document.location,,0,0,1
217,Firefox-233773,Firefox-390614,DUPLICATE,RFE: History component from Mozilla; more finite history categories,,0,0,1
218,Firefox-233958,Firefox-235037,DUPLICATE,cant submit forms,,0,0,1
219,Firefox-234146,Firefox-237104,DUPLICATE,delete @ marks from mozilla/browser/app/macbuild/Contents/Info.plist.in,Firfox version string reads @0.8.0@,1,1,1
220,Firefox-234501,Firefox-235534,DUPLICATE,Unable to view web based Lotus Domino email - Browser starts loading menubar; then crashes out.,,0,0,1
